# Ag,Au,Cu,Ir,Pd,Pt,Rh,Ru
0.1415,0.2170,0.0000,0.1981,0.1792,0.1887,0.0755,0.0000
0.1415,0.2170,0.0000,0.1981,0.1793,0.1887,0.0660,0.0094
0.1429,0.2190,0.0000,0.2000,0.1809,0.1905,0.0667,0.0000
0.1429,0.2190,0.0000,0.2000,0.1809,0.1905,0.0667,0.0000
0.1468,0.2202,0.0000,0.2110,0.1651,0.1927,0.0642,0.0000
0.1455,0.2182,0.0000,0.2182,0.1636,0.1909,0.0636,0.0000
0.1455,0.2091,0.0000,0.2182,0.1636,0.2000,0.0636,0.0000
0.1441,0.2072,0.0000,0.2162,0.1712,0.1982,0.0631,0.0000
0.1416,0.2035,0.0177,0.2124,0.1681,0.1947,0.0620,0.0000
0.1429,0.2054,0.0089,0.2143,0.1696,0.1964,0.0625,0.0000
0.1455,0.2091,0.0000,0.2182,0.1636,0.2000,0.0636,0.0000
0.1441,0.2072,0.0000,0.2162,0.1622,0.1982,0.0721,0.0000
0.1441,0.2072,0.0000,0.2162,0.1622,0.1982,0.0721,0.0000
0.1491,0.2105,0.0088,0.2105,0.1579,0.1930,0.0702,0.0000
0.1491,0.2105,0.0088,0.2105,0.1579,0.1930,0.0702,0.0000
0.1491,0.2105,0.0000,0.2105,0.1579,0.2018,0.0702,0.0000
0.1428,0.2054,0.0000,0.2143,0.1607,0.2054,0.0714,0.0000
0.1428,0.2054,0.0000,0.2143,0.1607,0.2054,0.0714,0.0000
0.1428,0.2054,0.0000,0.2232,0.1607,0.1875,0.0804,0.0000
0.1441,0.1982,0.0000,0.2162,0.1622,0.1982,0.0811,0.0000
0.1441,0.1982,0.0000,0.2162,0.1622,0.1982,0.0811,0.0000
0.1364,0.2000,0.0000,0.2182,0.1636,0.2000,0.0818,0.0000
0.1376,0.2018,0.0000,0.2110,0.1652,0.2018,0.0826,0.0000
0.1468,0.2018,0.0000,0.2110,0.1651,0.1927,0.0826,0.0000
0.1482,0.2037,0.0000,0.2130,0.1574,0.1944,0.0833,0.0000
0.1389,0.2037,0.0000,0.2130,0.1574,0.1944,0.0926,0.0000
0.1415,0.2076,0.0000,0.2170,0.1509,0.1981,0.0849,0.0000
0.1429,0.2000,0.0000,0.2190,0.1524,0.2000,0.0857,0.0000
0.1456,0.1942,0.0000,0.2233,0.1553,0.1942,0.0874,0.0000
0.1442,0.1923,0.0000,0.2212,0.1539,0.2019,0.0865,0.0000
0.1415,0.1887,0.0000,0.2264,0.1604,0.1981,0.0849,0.0000
0.1415,0.1887,0.0000,0.2170,0.1698,0.1981,0.0849,0.0000
0.1415,0.1792,0.0000,0.2170,0.1698,0.2076,0.0849,0.0000
0.1482,0.1759,0.0000,0.2222,0.1667,0.2037,0.0833,0.0000
0.1481,0.1759,0.0000,0.2222,0.1667,0.2037,0.0741,0.0093
0.1415,0.1792,0.0000,0.2264,0.1698,0.2076,0.0755,0.0000
0.1415,0.1792,0.0000,0.2170,0.1698,0.2076,0.0849,0.0000
0.1429,0.1810,0.0000,0.2190,0.1714,0.2095,0.0762,0.0000
0.1429,0.1810,0.0000,0.2190,0.1714,0.2000,0.0762,0.0095
0.1429,0.1809,0.0000,0.2190,0.1810,0.2000,0.0762,0.0000
0.1415,0.1793,0.0000,0.2170,0.1792,0.1981,0.0849,0.0000
0.1429,0.1809,0.0000,0.2190,0.1810,0.2000,0.0762,0.0000
0.1495,0.1776,0.0000,0.2149,0.1869,0.1963,0.0748,0.0000
0.1481,0.1852,0.0000,0.2130,0.1944,0.1852,0.0741,0.0000
0.1482,0.1759,0.0000,0.2130,0.1944,0.1944,0.0741,0.0000
0.1468,0.1743,0.0092,0.2110,0.1926,0.1927,0.0734,0.0000
0.1651,0.1743,0.0000,0.2110,0.1927,0.1835,0.0734,0.0000
0.1682,0.1589,0.0000,0.2149,0.1963,0.1869,0.0748,0.0000
0.1682,0.1495,0.0000,0.2149,0.1963,0.1963,0.0748,0.0000
0.1743,0.1468,0.0000,0.2202,0.1926,0.1927,0.0734,0.0000
0.1743,0.1376,0.0000,0.2293,0.1927,0.1927,0.0734,0.0000
0.1743,0.1376,0.0000,0.2293,0.1927,0.1927,0.0734,0.0000
0.1892,0.1351,0.0000,0.2252,0.1892,0.1892,0.0721,0.0000
0.1909,0.1364,0.0000,0.2182,0.1909,0.1909,0.0727,0.0000
0.1909,0.1364,0.0000,0.2091,0.1909,0.1909,0.0727,0.0091
0.1909,0.1364,0.0000,0.2091,0.1909,0.1909,0.0727,0.0091
0.1926,0.1376,0.0000,0.2110,0.1927,0.1927,0.0734,0.0000
0.1892,0.1351,0.0000,0.2072,0.2072,0.1892,0.0721,0.0000
0.1964,0.1339,0.0000,0.2054,0.2054,0.1875,0.0714,0.0000
0.1982,0.1351,0.0000,0.2072,0.2072,0.1802,0.0721,0.0000
0.1964,0.1428,0.0000,0.2054,0.2054,0.1786,0.0714,0.0000
0.1947,0.1416,0.0000,0.2035,0.2035,0.1859,0.0708,0.0000
0.1964,0.1428,0.0000,0.2054,0.2054,0.1786,0.0714,0.0000
0.1964,0.1428,0.0000,0.2054,0.2054,0.1786,0.0714,0.0000
0.1964,0.1518,0.0000,0.1964,0.2054,0.1786,0.0714,0.0000
0.1947,0.1504,0.0000,0.1947,0.2035,0.1770,0.0797,0.0000
0.2054,0.1518,0.0000,0.1964,0.2054,0.1696,0.0714,0.0000
0.2054,0.1518,0.0000,0.1964,0.2054,0.1696,0.0714,0.0000
0.2017,0.1491,0.0000,0.1930,0.2018,0.1667,0.0877,0.0000
0.2017,0.1491,0.0000,0.2018,0.2018,0.1579,0.0877,0.0000
0.2017,0.1579,0.0000,0.1930,0.2018,0.1579,0.0877,0.0000
0.2035,0.1505,0.0000,0.1947,0.2035,0.1593,0.0885,0.0000
0.2017,0.1491,0.0000,0.1930,0.2018,0.1667,0.0877,0.0000
0.2105,0.1491,0.0000,0.1930,0.2018,0.1667,0.0789,0.0000
0.2124,0.1504,0.0000,0.1947,0.1947,0.1681,0.0797,0.0000
0.2124,0.1504,0.0000,0.1947,0.1947,0.1681,0.0797,0.0000
0.2174,0.1478,0.0087,0.1913,0.1913,0.1652,0.0783,0.0000
0.2193,0.1491,0.0000,0.1930,0.1930,0.1667,0.0789,0.0000
0.2261,0.1478,0.0000,0.1913,0.1913,0.1652,0.0783,0.0000
0.2143,0.1518,0.0000,0.1875,0.1964,0.1696,0.0804,0.0000
0.2162,0.1531,0.0000,0.1892,0.1892,0.1712,0.0811,0.0000
0.2162,0.1531,0.0000,0.1892,0.1892,0.1712,0.0811,0.0000
0.2091,0.1455,0.0091,0.1909,0.1909,0.1727,0.0818,0.0000
0.2018,0.1468,0.0000,0.2018,0.1927,0.1743,0.0826,0.0000
0.2037,0.1389,0.0000,0.2037,0.1945,0.1759,0.0833,0.0000
0.2095,0.1429,0.0000,0.2095,0.2000,0.1810,0.0571,0.0000
0.2095,0.1429,0.0000,0.2095,0.1905,0.1809,0.0667,0.0000
0.2095,0.1429,0.0000,0.2095,0.1905,0.1809,0.0667,0.0000
0.2116,0.1442,0.0000,0.2115,0.1923,0.1827,0.0577,0.0000
0.2095,0.1429,0.0095,0.2095,0.1905,0.1810,0.0571,0.0000
0.2095,0.1429,0.0095,0.2095,0.1905,0.1810,0.0571,0.0000
0.2116,0.1442,0.0000,0.2115,0.1923,0.1827,0.0577,0.0000
0.2019,0.1346,0.0192,0.2116,0.1923,0.1827,0.0577,0.0000
0.2019,0.1442,0.0096,0.2116,0.1923,0.1827,0.0577,0.0000
0.2019,0.1442,0.0096,0.2116,0.1923,0.1827,0.0577,0.0000
0.2019,0.1442,0.0096,0.2116,0.1923,0.1731,0.0673,0.0000
0.2116,0.1442,0.0000,0.2115,0.1923,0.1731,0.0673,0.0000
0.2115,0.1442,0.0000,0.2212,0.1923,0.1731,0.0577,0.0000
0.2095,0.1429,0.0000,0.2191,0.2000,0.1714,0.0571,0.0000
0.2115,0.1442,0.0000,0.2212,0.1923,0.1731,0.0577,0.0000
0.2136,0.1456,0.0000,0.2233,0.1845,0.1748,0.0582,0.0000
0.2179,0.1386,0.0000,0.2178,0.1881,0.1782,0.0594,0.0000
0.2079,0.1485,0.0000,0.2179,0.1881,0.1782,0.0594,0.0000
0.2080,0.1485,0.0000,0.2079,0.1881,0.1782,0.0693,0.0000
0.2080,0.1485,0.0000,0.2079,0.1881,0.1782,0.0693,0.0000
0.2080,0.1485,0.0000,0.2079,0.1881,0.1782,0.0693,0.0000
0.2100,0.1500,0.0000,0.2100,0.1900,0.1800,0.0600,0.0000
0.2100,0.1500,0.0000,0.2100,0.1900,0.1800,0.0600,0.0000
0.2059,0.1470,0.0000,0.2059,0.1863,0.1863,0.0686,0.0000
0.2059,0.1470,0.0098,0.1961,0.1863,0.1863,0.0686,0.0000
0.2179,0.1485,0.0000,0.1980,0.1782,0.1881,0.0693,0.0000
0.2136,0.1456,0.0000,0.2039,0.1845,0.1845,0.0679,0.0000
0.2136,0.1553,0.0000,0.1942,0.1845,0.1845,0.0679,0.0000
0.2136,0.1553,0.0000,0.1942,0.1845,0.1845,0.0679,0.0000
0.2136,0.1650,0.0000,0.1942,0.1845,0.1747,0.0680,0.0000
0.2136,0.1650,0.0000,0.1942,0.1845,0.1747,0.0680,0.0000
0.2039,0.1650,0.0000,0.2039,0.1845,0.1747,0.0680,0.0000
0.2019,0.1635,0.0000,0.2115,0.1827,0.1731,0.0673,0.0000
0.2115,0.1539,0.0000,0.2115,0.1827,0.1731,0.0673,0.0000
0.2136,0.1553,0.0000,0.2136,0.1845,0.1748,0.0582,0.0000
0.2136,0.1553,0.0000,0.2136,0.1845,0.1748,0.0582,0.0000
0.2136,0.1553,0.0000,0.2136,0.1845,0.1748,0.0582,0.0000
0.2115,0.1539,0.0000,0.2115,0.1827,0.1731,0.0673,0.0000
0.2115,0.1539,0.0000,0.2115,0.1923,0.1635,0.0673,0.0000
0.2039,0.1553,0.0000,0.2136,0.1942,0.1650,0.0680,0.0000
0.2019,0.1539,0.0096,0.2115,0.1923,0.1635,0.0673,0.0000
0.2019,0.1539,0.0000,0.2115,0.1923,0.1635,0.0673,0.0096
0.2059,0.1568,0.0000,0.2157,0.1863,0.1667,0.0686,0.0000
0.2136,0.1553,0.0000,0.2136,0.1845,0.1650,0.0680,0.0000
0.2157,0.1470,0.0000,0.2059,0.1863,0.1765,0.0686,0.0000
0.2136,0.1553,0.0000,0.2039,0.1845,0.1747,0.0680,0.0000
0.2157,0.1568,0.0000,0.2059,0.1863,0.1667,0.0686,0.0000
0.2136,0.1650,0.0000,0.2039,0.1845,0.1650,0.0680,0.0000
0.2179,0.1683,0.0000,0.2079,0.1782,0.1584,0.0693,0.0000
0.2179,0.1782,0.0000,0.1980,0.1782,0.1584,0.0693,0.0000
0.2080,0.1782,0.0000,0.1980,0.1782,0.1683,0.0693,0.0000
